Welk getal is na 13, het kleinst oneven veelvoud van 13?;39
Op welke specifieke manier kwam James Dean aan zijn einde?;Auto-ongeval
In welk land werden in 1928 de Moslimbroeders opgericht?;Egypte
In welke Waalse stad start de wielerklassieker doe ook La Doyenne wordt genoemd?;Luik
Wat is de voertaal in de Voerstreek?;Nederlands
Vanuit welk land opereert luchtvaartmaatschappij Bluebird Cargo?;Ijsland
Wat was de wereldlijke naam van de paus die op 28 februari 2013 aftrad?;Jozef
In welke provincie is Hilde Crevits geboren en getogen?;West-Vlaanderen
Welk dier geeft de melk waarvan Roquefortkaas wordt gemaakt?;Schapen
Onder welke Nederlandstalige naam is de ‘cephalopoda’ bij ons beter bekend?;Inktvis
Welke nationaliteit had nobelprijswinnaar Pablo Neruda?;Chileense
In welke stad wordt de krant ‘La Repubblica’ uitgegeven?;Rome
Hoeveel vingers heeft een mens meer dan knieën?;Acht
Welke Kurt presenteerde destijds het programma ‘De drie wijzen’?;Van Eeghem
Wat is de voornaam van de vader van burgemeester Hilde Claes?;Willy
Wie schreef in 1945 het jeugdboek ‘Pippi Langkous’?;Astrid Lindgren
Welke Vlamse zanger had in ’95 een hit met ‘laat het gras maar groeien’?;Sam Gooris
Welke rivier stroomt door New York ?;Hudson
Welk getal schreven de Romeinen als XXIV?;24
Van welk Noord-Limburgse gemeente was Theo Kelchtermans jarenlang burgemeester?;Peer
Welke Amerikaanse rockartiest had hits met ‘Badlands’ en ‘My Hometown’?;Bruce Springsteen
In welk bordspel brengt het correcte antwoord op een aardrijkskundevraag een blauw scorepartje op?;Trivial Persuit
Ramsey Nasr was een tijdlang Antwerps stadsdichter. Welke nationaliteit heeft Ramsey Nasr?;Nederlandse
Op welke specifieke manier overleed Jimi Hendrix?;Overdosis
Wat zijn in België de populairste schaal- en schelpdieren op de BBQ?;Coquilles
Wat is de laatste letter van de voornaam van vaste vriend van Luc Appermont?;T
In welk land kan je het bedevaartsoord van Santiago de Compostelle bezoeken?;Spanje
Welke Vlaamse zangeres had een dikke hit met ‘Je hebt me 1000 maal belogen’?;Laura Lynn
Met welke munt betaalde men in Nederland voor de invoering van de Euro?;Gulden
In welk land ligt de hoofdzetel van electronicafabrikant Siemens?;Duitsland
Welke kleur heeft het blaadje dat een oude bok wel lust?;groen
In welk jaar won Sandra Kim het Eurovisiesongfestival?;1986
Wie tekende de stripverhalen ‘De zwarte madam’ en ‘De koning drinkt’?;Willy Vandersteen
Welke pastasoort wordt op wikipedia beschreven als: holle boogjes?;Macaroni
Welke sport associëren we met de Belg Ludo Phillipaerts?;Paardensport
Van welke politieke partij is Maggie De Block lid?;Open-VLD
Wie speelt in Rain Man, een film uit 1988, de rol van de autistische Raymond?;Dustin Hoffman
Voor welke Vlaamse eersteklasser begon Mbaye Leye aan het seizoen 2014/2015?;KSC Lokeren
Van welke provincie is Carl Decaluwe de gouverneur?;West-Vlaanderen
Welke Niki won in het voorjaar van 2014 de 112de editie van Parijs-Roubaix?;Niki Terpstra
Wie presenteerde veertien jaar lang de IQ-quiz?;Herman van Molle
Chocola. Welk dier komt voor in het logo van Côte d’or?;Olifant
Wie stond in Vlaanderen algemeen bekend als de kunstpaus?;Jan Hoet
Van welke gemeente is 2000 het postnummer?;Antwerpen
Welke maand is na augustus de eerste maand met 31 dagen?;Oktober
Welke kleur heeft de Teletubie Laa-Laa?;Geel
Wie tekende de stripverhalen ‘De vlucht van Bella’ en ‘De gelukzoekers’?;Jef Nys
Wie schreef ‘De slinger van Foucault’?;Umberto Eco
In welke Europese hoofdstad landen vliegtuigen op luchthaven Stansted?;Londen
Van welk land maakt het eiland Lampedusa deel uit?;Italië
Wie verloor in 2011 de Rosland Garros-finale van Rafael Nadal?;Roger Federer
Hoeveel A4 bladen passen precies op een A1 blad?;Acht
In 2013 werd Kirsten Flipkens Belgisch sprotvrouw van het jaar. In welke discipline?;Tennis
Welke R.P. is een van de vier coaches in het derde seizoen van ‘The voice van Vlaanderen’?;Regi Penxten
Hoe wordt de dag voor Goede vrijdag meestal genoemd?;Witte donderdag
Welke groep had in 2000 een hit met het nummer ‘Irene’?;De Mens
Hoe heet de zoon van de Vlaamse zanger Peeters Bart?;Pablo
Welke vlaamse zanger had in 1980 een hit met ‘Quand les zosiaux’?;Urbanus
In welk land werd componist Frédéric Chopin geboren?;Polen
Wat is op de digitale klok het laatste cijfer om tien over acht ‘s avonds?;0
In welk bordspel kan Mister X zich onder andere met een bus verplaatsen?;Scotland
Welke Oostenrijkse stad, de hoofdstad van Tirol, ligt aan de rivier de Inn?;Innsbruck
In welk seizoen vonden de Europese verkiezingen van 2014 plaats?;Lente
Welke Jeremy speelde in de film ‘The Hurt Locker’ de rol van William James?;Renner
Welke getal is vijf tientallen en negen eenheden groter dan dertig?;89
Wat is het pseudoniem van striptekenaar Robert Merhollein?;Merho
Hoeveel is het product van alle getallen tussen 2 en 6?;60
Welke striptekenaar is de geestelijke vader van stripheld Nero?;Marc Sleen
In welk jaar zonk de Titanic?;1912
In welk Amerikaanse stad ligt Elvis Presley begraven?;Memphis
Welk nieuwsanker nam op 31 juli 2013 afscheid van de kijkers?;Jan Becaus
Hoe heet de langste rivier van Frankrijk?;Loire
Welke dieren werden in Maagdenburg gebruikt om de proef met de halve bollen uit te voeren?;Paarden
Tot welk land behoren de Canarische eilanden?;Spanje
Van welk West-Vlaamse gemeente werd Leopold Lippens in 1979 burgemeester?;Knokke
Van welk Europees land was Jacques Chirac in de jaren ’80 premier?;Frankrijk
In welke amerikaanse land werd zangeres Rihanna in 1988 geboren?;Barbados
Welke zangeres had in 2002 een hit met haar nummer ‘Boys’?;Britney Spears
Blaas-,snaar-, of slaginstrumenten? Een hakkebord?;Snaarinstrument
Wat is het juiste Nederlands woord voor ‘Chapelure’?;Paneermeel
Hoeveel poten heeft een spin meer dan een kalkoen?;Vier
Voor welke zender is David Dehenauw een van de weermannen?;VTM
Welke Franco uit La Louvière regisseerde bij Cirque du Soleil?;Dragone
Welk getal is het achtvoud van dertien?;104
Het boek van Griet op de Beeck heet ‘Vele hemels boven de..’
Zevende
In welke land was generaal Franco tot 1975 aan de macht?;Spanje
Waarvoor staat de letter ‘D’ in de afkorting VDAB?;Dienst
Van welk Amerikaans land was Fidel Castro jarenlang president?;Cuba
In een Nederlands reclamespot zei men destijds ‘Even Apeldoorn..’?;Bellen
Welke acteur speelde in ‘Van vlees en bloed’ de rol van Mike, de meestergraaf?;Koen De Graeve
Welke rockgroep had een dikke hit te pakken met ‘Nothing else matters’?;Metallica
Wie componeerde de Peer Gynt suite?;Edvard Grieg
Naar welk cijfer wijst de grote wijzer van een klok om half drie?(Enkel een cijfer);Zes
Welk schaakstuk staat bij het begin van een spelletje schaak tussen de toren en de loper?;Paard
Hoe heet de hoofdstad van Senegal?;Dakar
Welke kleuren hebben de zetels in de Kamer van Volksvertegenwoordigers?;Groen
Uit welke taal lenen we het woord ‘Fingerspitzengefühl’?;Duits
Pauw en Witteman. Wat is de voornaam van presentator Pauw?;Jeroen
Welke Belgische schilder stond destijds afgebeeld op de bankbiljetten van 500 frank?;Magritte
In welk Europees land kan je in restaurant ‘Noma’ een lekkere hapje gaan eten?;Denemarken
Op welke rivier liggen de steden Hasselt en Aarschot?;Demer
Welke maand wordt ook wel de herfstmaand genoemd?;September
In welke maand viel Pasen in het jaar 2014?;April
Wie tekent de strips van de Urbanus-reeks?;Willy Linthout
Welke rivier stroomt in Werchter in de Dijle?;Demer
Welk dier heb je nodig als je aan ‘voltige’ wil doen?;Paard
Op welke rivier liggen de steden Kortrijk, Menen en Gent?;Leie
Kimberly Buys is een Vlaamse sportvrouw. In welke sporttak is ze actief?;Zwemmen
Uit hoeveel vingerkootjes is je rechterhand opgebouwd?;14
In welke maand valt de 360ste dag van het jaar?;December
Welk getal is het quotiënt van de getallen 27 en 9?;3
Wie vond in 1878 de gloeilamp uit?;Thomas Edison
Wie vond in 1928 de penicilline uit?;Alexander Fleming
The Muppets. Welke soort dier is Fozzie?;Beer
Welk astrologisch teken ligt tussen boogschutter en de waterman?;Steenbok
Welk fruit heb je zeker nodig als je een ‘pêche melba’ wil maken?;Perzik
Uit welke taal leenden wij het woord ‘salto’?;Italiaans
Welke Vlaamse politicus wordt ook wel ‘Het orakel van Brakel’ genoemd?;Herman De Croo
Hoeveel lettergrepen telt het woord ‘koopvaardijschepen’?;5
Vul in. In de jaren zeventig zond de VARA ‘De film van ome..’ uit?;Willem
Met wie trouwde Wilfried Martens in 2008?;Miet Smet
Welke Bruno was Rode Duivel op het WK van 1990 in Italië?;Versavel
Wat is de som van de drie natuurlijke getallen die tussen 11 en 15 liggen?(Enkel een cijfer);39
In welk land liggen volgens ‘Heylen en de her herkomst’ de roots van Aagje Vanwalleghem?;Brazilië
Welk dier wordt in het Latijn ‘chilopoda’ genoemd?;Duizendpoot
Welk automerk brengt zowel de Kuga als de Galaxy op de markt?;Ford
In welk Vlaams-Brabantse deelgemeente staat het geboortehuis van Ernest Claes?;Zichem
In 1994 werd Jean-Michel Saive sportman van het jaar. In welk discipline?;Tafeltennis
Wie werd eind 2012 door president Obama voorgedragen als nieuwe minister van Buitenlandse Zaken?;John Kerry
In de namen van hoeveel maanden komt de letter ‘j’ voor?(Enkel een cijfer);3
Wie is de regisseur van de film ‘Citizen Kane’?;Orson Welles
Hoeveel is het quotiënt van de getallen 56 en 7?;8
In welke maand eindigt winter?;Maart
In welk jaar vond in België de Achttiendaagse veldtocht plaats?;1940
Hoe heet de hoofdstad van Portugal?;Lissabon
Welke Vlaamse zangeres had een straffe hit met ‘Westenwind’ ?;Dana Winner
hoe wordt in een restaurant de man of vrouw genoemd die gespecialiseerd is in wijn?;Sommelier
Welke rol speelde Louis Talpe in de reeks ‘Mega Mindy’?;Mega Toby
Waar ben je als je in Hackney, Spitafields of Islington bent?;Londen
Wat is de laatste letter van de naam van de bard uit de Asterix-stripreeks?;X
In welke gemeente liggen de terreinen waar Pukkelpop op georganiseerd wordt?;Hasselt
Welk Vlaams-Brabants bier wordt het bier van de feniks genoemd?;Grimbergen
Wie speelt in de kinderreks ‘Mega Mindy’ de rol van Toby?;Louis Talpe
In welke Belgische stad liggen het Flageyplein en het Paleizenplein?;Brussel
Hoeveel punten heeft een Jodenster?;Zes
In welk land ligt het moederbedrijf van snoepproducent Haribo?;Duitsland
200 gedeeld door een half is?;400
Welke Engelse rockband had grote hits met ‘A kind of magic’ en ‘Radio ga ga’?;Queen
Hoe heette de vader van Anne Frank?;Otto
Wat is het beroep van Vladimir Kweepeer in de stripverhalen van Urbanus?;Leraar
Van welk europees land was Winston Churchill een tijdlang premier?;Verenigd Koninkrijk
Hoe heet het hoofddeksel dat gelovige joden dragen?;Welke kleur had het beroemde boekje van de Chinese leider Mao Tse-Toeng?;Rood
Waarvoor is iemand die aan agorafobie lijdt bang?;Pleinen
Uit hoeveel vingerkootjes bestaat je linkerpink?;3
Welk land grenst enkel aan het Verenigd Koninkrijk?;Ierland
Welke klassieke componist staat in de Klara top 100 met ‘De Parelvissers’?;Georges Bizet
Hoeveel punten hebben twee concentrische cirkels gemeen?;Geen
Hoeveel halswervels heeft een mens?;Zeven
Welke twee letters duiden in een IBAN- bankcofr op het land Frankrijk?;FR
Wat is de som van de getallen 14,15 en 16?;45
Meryame Kitir was de enige arbeidster in het Federale parlement. Bij welk bedrijf werkt ze?;Ford
In welk jaar brandde de Innovation in Brussel af?;1967
Wat is het specifieke beroep van Erwin Mortier?;Schrijver
In welk land werd Gabriel Rios in 1978 geboren?;Puerto Rico
Welk Nederlandse pretpark werd in 1933 in de buurt van Kaatsheuvel geopend?;Efteling
Wie vormde in de jaren ’70 een bekend televisieduo met Kokki?;Peppi
Met welke drie letters kort je de naam van de Amerikaanse nationale veiligheidsdienst af?;NSA
Welk Europees land associeer je met de luchvaartmaatschappij Air Lingus?;Ierland
Wie schreef samen met Stan Crets het scenario van de fictiereeks ‘Oud België’
Peter Van Den Begin
Welke Hilde is onze huidige minister van Onderwijs in de Vlaamse regering?;Crevits
Van welk Europese instelling werd Mario Draghi in 2011 voorzitter?;ECB
Van welke popgroep was Kurt Cobain de zanger?;Nirvana
Van welk land heet de vlag ‘Union Jack’?;Verenigd Koninkrijk
Was het nu ’70, ’80 of ’90? Tweedle dee tweedle dum van Middle of the road?;70
Van welke grootheid is seconde de eenheid?;Tijd
Monopoly. Op het oorspronkelijke spelbord ligt een Demerstraat, in welke stad?;Hasselt
Hoeveel zijden heeft een ruit?;4
In welk Zuid-Amerikaans land volgde Isabel Perón haar man op als president?;Argentinië
Van welk land is Caracas de hoofdstad?;Venezuela
Bier. Welk dier komt voor in her logo van Palm?;Paard
Welk getal is één meer dan het dubbel van 17?;35
Robbe De Hert regisseerde in 1995 de film ‘Brylcream..’?;Boulevard
Welke kleur ligt binnen de regenboog tussen rood en geel?;Oranje
In welke stripreeks verscheen het album ‘De poenschepper’?;Suske en Wiske
Welke pijnstiller wordt volgens Pharma.be in ons land het vaakst gekocht?;Dafalgan
Van welke partij is Meyrem Almaci lid?;Groen
Hoeveel ellebogen heeft een kind van twaalf?;2
Welke rivier stroomt door Brussel?;Zenne
Welke portugese voetbalclub laat tijdens thuiswedstrijden een adelaar door het stadion vliegen?;Benfica
In welk Europees land was Matteo Renzi in het begin van 2014 formateur?;Italië
Welk getal is het kleinste gemeenschappelijk veelvoud van vier, vijf en zeven?;140
Welk weekblad werd jarenlang geleid door Guy Mortier?;Humo
Vul de naam van het boek van Alaksandr Solzjenitsyn aan: ‘De goelag ..’?;Archipel
Van welk land is Dakar de hoofdstad?;Senegal
Als je in Tbilisi rondloopt, in welk land ben je dan?;Georgië
Hoe heet de nationale luchthaven van Nederland?;Schiphol
Hoeveel even getallen ligen er tussen 55 en 59?;Twee
Welke dieren komen voor in het logo van sportdrankfabrikant Redbull?;Stieren
Welke vinger gebruik je voor de letter ‘f’ als met tien vingers typt?;Wijsvinger
Van welk blad was Sylvia Van Driessche de hoofdredactrice?;Joepie
in welk Vlaamse stad liggen de wijken Ledeberg en Oostakker?;Gent
In welk buurland van Luxemburg vond in 2013 het EK hockey plaats?;België
Van welk Zuid-Amerikaans land is Dilma Roussef de presidente?;Brazilië
In welke Duitse stad ligt het hoofdkwartier van Lufthansa?;Keulen
Welke actrice speelde in ‘code 37’ de rol van Hannah Maes?;Veerle Baetens
van welke Engelse popgroep was Phil Collins de zager?;Op welke radiozender presenteren Lieven Vandenhaute en Sven Speybrouck?;Radio 1
Met welke letterwoord wordt de Openbare Vlaamse Afvalstoffenmaatschappij aangeduid?;OVAM
Welke planeet staat het dichts bij de zon?;Mercurius
Land, zee of in de lucht? Waar leeft een koereiger?;Lucht
Wie werd na de communistische revolutie in 1917 het eerste staatshoofd van Rusland?;Lenin
Voor welke partij zetelde Marianne Thyssen in het Europees parlement?;CD&V
In welke stad in het Hageland vinden wekelijks de repetities van het meisjeskoor Scala plaats?;Aarschot
Spreekwoord, Welk gevoel is een slechte raadgever?;Angst
Welke radiozender maakt reclame met de slogan ‘Meteen mee’?;Radio 1
In welke Antwerpse gemeente kan je aan het Zilverstrand gaan zwemmen?;Mol
In welke kustgemeente stroomt de Ijzer in de Noordzee?;Nieuwpoort
Welke discipline krijgen triatleten tijdens een triatlon het eerst voorgeschoteld?;Zwemmen
In welke gemeente ligt de Paddestraat? Enfin, die uit De Ronde van Vlaanderen?;Zottegem
Hoeveel gram is een pond ?;500
Welke Suzanne schreef het boek ‘De hongerspelen’?;Collins
In welk land werd Jani Kazaltzis in 1979 geboren?;België
Aan welke stad link je Iljo Keisse en Xander De Rycke haast automatisch?;Gent
Hoeveel kubussen van 1 op 1 heb je nodig om een kubus van 2 op 2 op te vullen?;Acht
In welk Aziatisch land kan je de stad Pesjawar bezoeken?;Pakistan
Hoe heet de eerste dag van de vasten?;Aswoensdag
In welke stripreeks spelen Julius Caesar en Nestorix belangrijke rollen ?;Asterix
Hoe vaak won Johan Museeuw de Tour de France?;Nul
In Groot-Brittannië spreekt men van Cinderella. Wij zeggen gewoon ..?;Assepoester
Wie is momenteel regeringsleider in Nederland?;Mark Rutte
Welke Vlaamse zanger werd in de wandelgangen ook wel ‘The voice of Europe’ genoemd?;Eddy Wally
Hoe heette het kookprogramma dat Felice en Herwig Van Hove samen presenteerden?;1000 seconden
Hoeveel is twee derde van 30?;20
In welke Antwerpse stad is Walter Grootaers schepen van Ruimtelijke Ordening?;Lier
Aan welke stad link je Freek Braeckman en Cédric van Branteghem haast automatisch?;Gent
Wat bedoelt een inwoner van Diest als hij het over ‘kinnekeskak’ heeft?;Suikerbonen
Aan welke kanaal ligt de Limburgse gemeente Lummen?;Albertkanaal
Welk huisnummer heeft het huis van Samson en Gert?;101
welke stad in de Amerikaanse staat Pennsylvania kun je ook op je boterham smeren?;Philadelphia
Hoeveel tenen heeft een mens meer dan ellebogen?;8
De voetballers van welke club worden ook wel ‘De zebra’s’ genoemd?;Sporting Charleroi
Tot welk land behoort het eiland Fuerteventura?;Spanje
Bij welke gezelschapsspel van MB horen de vragen ‘Is het een man’ en ‘Draagt hij een hoed’?;Wie is het
In welk Aziatisch land verbleef Dyab Abou Jahjah meer dan zeven jaar?;Libanon
Hoeveel poten hebben 18 olifanten?;72
Vertaal ‘computer’ naar het Frans. Wat is de laatste letter?;R
In welke stad speelt de animatiefilm ‘Ratatouille’ zich af?;Parijs
Hoe heette de politieke partij die Roland Duchâtelet in 1997 oprichtte?;Vivant
Wat is de voornaam van de ex-vrouw van Sven Nys?;Isabelle
Welke Leo schreef ‘wit is altijd schoon’?;Pleysier
In welke Britse stad werd de popgroep ‘The Beatles’ in 1960 opgericht?;Liverpool
Van welke politieke partij werd Johan Van Overtveldt eind 2013 lid?;N-VA
Uit hoeveel tanden bestaat een normaal volwassen gebit bij de mens?;32
Cryptogram. Welk hondachtig roofdier is niet bepaald ordelijk?;Sloddervos
Hoe heet het BBC programma waarin Jeremy Clarkson het over auto’s heeft?;Top Gear
Welke planeet wordt door astronomen wel eens de morgenster genoemd?;Venus
Welk getal is het kwadraat van zeven?;49
Hoeveel a’s heb je nodig als je het woord ‘aardappelsalade’ wil tikken?;Vijf
Van welke politieke partij was Karel Dillen de eerste voorzitter?;Vlaams Belang
Wie was de grondlegger van de relativiteitsheorie?;Einstein
In welk land ligt de hoofdzetel van Nintendo?;Japan welke bijbelse figuur was getrouwd met Sara en wist waar hij de mosterd moest gaan halen?;Abraham
In welk land is raclette één van de nationale gerechten?;Zwitserland
Hoeveel boeken heeft een tetragoon?;Vier
Welke voetbalmanager duwde begin 2014 de federale lijst van Open VLD?;Mister Michel
in welke Oost-Vlaamse gemeente ligt het domein De Gavers?;Geraardsbergen
In welke maand wordt de wielerklassieker Parijs-Roubaix gereden?;April
In welke land ligt de hoofdzetel van kledingfabrikant Benetton?;Italië
Welke drank zit verborgen in het woord ‘zwijnenstreken’?;Wijn
Welke Vlaamse krant maakte reclame met de slogan ‘Gebeten om te weten’?;De Morgen
Welke Amerikaanse zangers had in ’89 een hit met ‘Steamy Windows’?;Tina Turner
Welk biermerk wordt gepromoot met de slogan ‘mannen weten waarom’?;Jupiler
In welke zakken zit oude wijn?;Nieuwe zakken
Cryptogram. Welke wijn zat af en toe in Fabiola?;Boudewijn
Wie presenteerde samen met Henk Rijckaert het Canvas-programma ‘zonde van de tijd’?;Bert Gabriëls
Annick De ridder is nu lid van N-VA. Van welk partij kwam ze overgelopen?;Open VLD
Wie vormde in de jaren ’60 een zangduo met Paul Simon?;Art Garfunkel
in welke Limburgse gemeente vond eind juli een groots Blues-festival plaats?;Peer
Welk woord kan zowel ‘smal’ als ‘griezelig’ betekenen?;Eng
In welk jaar overleed Michael Jackson?;2009
Welke radiozender organiseert elk jaar het evenement ‘Zomerhit’?;Radio 2
Vul de opmerkelijke uitspraak van Jan Becaus aan: Da’s gene..’?;Kattenpis
Welke Vlaamse zangeres had een flinke hit met ‘Meisjes aan de macht’?;Yasmine
Hoeveel letters telt de naam van het land waar Angela Merkel kanselier is?;9
In welke Duitse stad speelt het sprookje van de 4 stadsmuzikanten zich af?;Bremen
Welke specifieke feestdag vieren we in Vlaanderen op 11 november?;Sint Maarten
In welke Vlaamse stad wordt jaarlijks Maanrock georganiseerd?;Mechelen
Hoeveel spenen heeft een koeienuier?;4
Wat is de familienaam van de Oostendse zanger Arno?;Hintjens
Wat is het precieze vakgebied van professor Jean Paul Van Bendegem?;Wiskunde
Wie werd in Brazilië op het WK de topschutter?;James Rodriguez
Op welke radiozender presenteren Tom De Cock en Ann Reymen?;MNM
In welk jaar vond de Guldensporenslag in de buurt van Kortrijk plaats?;1302
In welk Vlaamse stad ligt SMAK?;Gent
Welke Zweedse wetenschapper vond in 1867 het dynamiet uit?;Nobel
Wie is op dit moment federaal minister van Pensioenen? (regering di Rupo)
Alexander De Croo
Cryptogram. Welk paard zie je nooit overdag?;Nachtmerrie
In welke stripreeks verscheen het album ‘Vlucht 714’?;Kuifje
Van welk land is Nairobi de hoofdstad?;Kenia
Welke B.V.M presenteert ‘Het Nieuws’ op VTM?;Birgit van Mol
Van welke Nederlandse popgroep was Henny Vrienten de zanger?;Doe maar
Wie maakte in 2011 voor Canvas het programma ‘De patat’?;Jeroen Meus
Hoe heet de ziekte die vooral inwoners van West-Afrikaanse landen treft?;Ebola
In welke stripreeks verscheen het album ‘The Daily Star’?;Lucky Luke
Wie vertegenwoordigde in 1945 de Sovjet-Unie op de Conferentie van Jalta?;Jozef Stalin
Welke klinker heb je niet nodig als je het woord ‘orgelmuziek’ wil spellen?;A
Welke Oerse zanger heet eigenlijk Paul David Hewson ?;Bono
Van welke grootheid is kilogram de eenheid?;Massa
Welke letter is de internationale landcode voor Hongaarse voertuigen?;H
Voor welke partij ?;Hoeveel cornervlagjes staan er op een voetbalveld;4
Voor welk partij zetelt Dirk Sterckx in het Europees parlement?;Open-Vld
In welke stad vond op 5 maart 2014 de begrafenis van Jan Hoet plaats?;Gent
Welke Engelse rockband had grote hits met ‘We are the champions’ en ‘Bicycle race’?;Queen
Welke popgroep had een grote hit met ‘Stairway to Heaven’?;Led Zeppelin
Welke chemische element wordt in de tabel van Mendeljev aangeduid met de letterd ‘Au’?;Goud
Hoe heette de snoepreep Twix meer dan 20 jaar geleden?;Raider
Hoeveel BTW wordt er in België op sierteeltproducten geheven?;Zes
In welke stripreeks verscheen het album ‘De blauwe lotus’?;Kuifje
Van welke bekende Jan is Lien Willaert de echtgenote?;Verheyen
Wat is de nieuwe naam van het terziele gegane Rimpelrock?;Summer Swings
Op welke specifieke manier kwam Jeanne d’Arc aan haar einde?;Brand
In welk land overleed koning Boudewijn in 1993?;Spanje
Wie presenteerde op Vier het voorlopig laatste seizoen van de Pappenheimers?;Bart Cannaerts
Wie schreef het kinderboek ‘De GVR’. De grote vriendelijke reus?;Roald Dahl
Welke britse rockgroep had in 2000 een hit met het nummer ‘Yellow’?;Coldplay
Stel je bent jarig op 1 juni. Welk sterrenbeeld heb je dan?;Tweelingen
Hoeveel witte pionnen heeft een schaker ter beschikking?;Acht
De inwoners van welk Vlaamse stad worden Maneblussers genoemd?;Mechelen
In welke kustgemeente is de stand-upcomedian Gunther Lamoot geboren?;Oostende
In welke land staat de Tâdj-Mahal?;India
Een vierkant heeft een oppervlakte van 25 viekante meter. Hoelang is elke zijde?;5
Welke Brad speelde de rol van Achilles in de film ‘Troy’?;Pitt
Van 1995 tot 2005 stond Oosterlinck aan het hoofd van de KULeuven. Wat is zijn voornaam?;André
Hoeveel torens hebben twee schaakspelers samen op het bord staan?;4
Welke belgische vorstin schreef het sprookje van ‘De Indische Waterlelies’;Fabiola
Van welk Vlaamse stad was Stefaan De Clerck twaalf jaar burgemeester?;Kortrijk
Welke Luk spreekt sinds 1992 de reclamespotjes van Gamma in?;Wyns
Welke Felix regisseerde de Oscar-genomineerde ‘the broken cirkle breakdown’?;Felix Van Groeningen
Het nieuwe Antwerpse museum heet ‘Red Star ..’?;Line
Welk getal kan je met 6 dobbelstenen maximaal gooien?;36
Hoe heet momenteel de regeringsleider in het Verenigd Koninkrijk?;David Cameron
Wie speelde in de fictiereeks ‘Kulderzipken’ de rol van koning Jozef’?;Jan Decleir
Wat is de voornaam van de vrouw van Marcel Kiekeboe?;Charlotte
Hoeveel is een kwart van 1000?;250
Welk land gebruikt de internetextensie ‘at’?;Oostenrijk
In welke briste stad ontstond de Mersey-beat?;Liverpool
Hoeveel is twee derde van 30?;20
In welk land ligt de hoofdzetel van het telecommunicatiebedrijf nokia?;Finland
Wie verloor in 2011 de Rosland Garros-finale van Rafael Nadal?;Roger Federer
Hoeveel is 50 procent van 1040?;520
Wat is de officiële taal die in Argentinië wordt onderwezen?;Spaans
Van welk land is Bhumibol de koning?;Thailand
In welk pretpark kan je een tochtje maken in ‘De Droomvlucht’?;Efteling
Welke Nederlands groep had een hit met ‘Radar Love’?;Golden Earring
In welk Europees land kan je in de regio Umbrië op vakantie gaan?;Italië
In welke Vlaamse provincie ligt de Oude Kwaremont?;Oost-Vlaanderen
Hoe heet de broer van Fidel Castro?;Raül Castro
Van welk Duits automerk zijn de Sharan en de Lupo gekende modellen?;Volkswagen
Hoeveel vrouwen  waren ooit lid van The Beatles?;Geen
Welke groep had in 1979 een hit met ‘I don’t like Mondays’?;The boomtown Rats
Welke kleur heeft de bol op de Japanse vlag?;Rood
Het programma dat Sven Speybrouck en Koen Fillet op Radio 1 presenteren heet ‘interne..’?;Keuken
In welke stad kan je door de Schumantunnel rijden?;Brussel
Voor welke partij was Patrick Dewael minister van Binnenlandse Zaken in de Federale regering?;VLD
Wie speelde in ‘Chinatown’ de rol van Jack Giddes?;Jack Nicholson
Welke vlaamse renner vroeg na winst in Parijs-Roubaix aan zijn geliefde om met hem te trouwen?;Vansummeren
In welk district van Antwerpen ligt de oude cinemazaal ‘De Roma’?;Borgerhout
Met welke engelse afkorting benoemt men mensen die voor hun job tijdelijk in aan ander land gaan werken?;Expat
Welke Vlaamse zangeres kwam in de zomer van 2013 in opspraak met aangekochte Youtube-clicks?;Natalia
Met welke munt betaalde men in Italië voor de invoering van de euro?;Lire
Wat is de voornaam van mevrouw Taspinar die dit jaar meespeelt in ‘De Slimste Mens’;Fatma
In welke provincie is Bruno Tobback geboren en getogen?;Vlaams-Brabant
Welke kleur heeft de wimpel die zwemvijvers krijgen als de waterkwaliteit goed is?;Blauw
Hoeveel hoeken heeft een octogoon?;8
Voor welke voetbalploeg speelde Rik Coppens toen hij in 1954 de Gouden Schoen ontving?;Beerschot
Wat is de voornaam van de vader van Jean-Jacques De Gucht?;Karel
Hoe heet het restaurant van Jeroen Meus?;Luzine
Welke politicus lag aan de basis van de actuele term ‘loketjanet’?;Bart De Wever
Geel en groen. Wat is de derde kleur M&M’s in de Brazil-zakjes?;Blauw
Welk nationaal dagblad wordt ook wel ‘De frut’ genoemd?;Gazet van Antwerpen
In welke Vlaamse stad vind je het Kolonel Dusartplein en de TT-wijk?;Hasselt
Wat was de nationaliteit van de topwielrenner Stephen Roche?;Iers
Welk dier staat vaak samen met een toreador in de arena?;Stier
Welke maand ligt net als november volledig in de herfst?;Oktober
Welke John speelde de hoofdrol in de film ‘Grease’ uit 1978?;John Travolta
Welke jaartal past perfect bij de Guldensporenslag?;1302
In welke West-Vlaamse stad trekt elke drie jaar de Kattenstoet door de straten?;Ieper
Welk popfestival wordt in het Nederlandse Landgraaf georganiseerd?;Pinkpop
Hoeveel Nederlandse renners wonnen ooit De Ronde van Frankrijk?;2
Wat is op een digitale klok het laatste cijfer om half zeven ’s ochtends?;0
Hoe heet de hoofdstad van San Marino?;San Marino
In welke Nederlandste stad overleed Sicobodan Milosevic in 2006?;Den haag
Welke Steven nam begin 2013 ontslag naar aanleiding van de Arcopar-zaak?;Steven Vanackere
